X,Y,code,plant_name,capacity_mw,fuel_src_primary,primary_output,fuel_src_secondary,secondary_output
-94.93,42.1622,56809,Carroll Wind Farm,150,Wind,150,,
-94.665,41.4236,56810,Adair Wind Farm,174.8,Wind,174.8,,
-95.2383,41.4517,56811,Walnut Wind Farm,153,Wind,153,,
-112.95594,32.92229,56812,Solana Generating Station,295.4,Solar,295.4,,
-119.74166,36.80984,56813,CSU Fresno Solar Project,1,Solar,1,,
-118.14806,34.04028,56814,ELACC Photovoltaic Power Facility,0.8,Solar,0.8,,
-104.69715,39.83679,56815,Denver Int Airport,1.9,Solar,1.9,,
-101.12806,38.49722,56818,Central Plains Wind Farm,99,Wind,99,,
-98.46028,37.36917,56819,Flat Ridge Wind Farm,50,Wind,50,,
-99.4228,32.7683,56823,Hackberry Wind Farm,162.3,Wind,162.3,,
-95.8222,44.3236,56824,Marshall Wind 2 LLC,4.2,Wind,4.2,,
-95.7942,44.3211,56825,Marshall Wind 3 LLC,4.2,Wind,4.2,,
-95.8242,44.3361,56826,Marshall Wind 4 LLC,4.2,Wind,4.2,,
-95.8344,44.3303,56827,Marshall Wind 5 LLC,2.1,Wind,2.1,,
-95.8297,44.3308,56828,Marshall Wind 6 LLC,2.1,Wind,2.1,,
-70.5258,45.3853,56829,Kibby Wind Power Project,132,Wind,132,,
-92.47361,43.39778,56831,Crane Creek Wind Energy Center,29,Wind,29,,
-115.5439,33.0139,56832,North Brawley Geothermal Plant,64,Geothermal,64,,
-104.3975,48.2139,56833,OREG 1 Inc,22,Other,22,,
-101.54,35.3503,56834,High Plains Wind Power LLC,10,Wind,10,,
-101.9789,35.8119,56835,EXC Wind 11 LLC,10,Wind,10,,
-101.9986,35.8081,56836,EXC Wind 10 LLC,10,Wind,10,,
-101.8033,35.9614,56837,EXC Wind 9 LLC,10,Wind,10,,
-101.8614,36.0075,56838,EXC Wind 8 LLC,10,Wind,10,,
-101.9,36.0264,56839,EXC Wind 7 LLC,10,Wind,10,,
-95.8142,44.3253,56840,Marshall Wind 1 LLC,2.1,Wind,2.1,,
-105.83528,43.0181,56841,Glenrock,138,Wind,138,,
-105.8428,43.0181,56842,Rolling Hills,99,Wind,99,,
-106.3758,41.9203,56843,Seven Mile Hill,118.5,Wind,118.5,,
-71.92418,41.66438,56847,Plainfield Renewable Energy LLC,37.5,Wood,37.5,,
-82.82864,38.59666,56848,Haverhill North Cogeneration Facility,53,Other Fossil Gasses,53,,
-75.9547,40.1108,56850,Lanchester Generating Station,3.2,Biomass,3.2,,
-85.6728,42.7814,56851,South Kent Generating Station,3,Biomass,3,,
-83.9494,43.8983,56852,White Feather Generating Station,3,Biomass,3,,
-112.0631,40.55,56853,Trans-Jordan Generating Station,4.5,Biomass,4.5,,
-120.3628,45.6731,56854,Wheat Field Wind Power Project,97,Wind,97,,
-120.2008,45.7167,56855,Arlington Wind Power Project,103,Wind,103,,
-89.4022,40.3692,56856,Rail Splitter Wind Farm,100.5,Wind,100.5,,
-73.92972,44.97583,56857,Marble River Wind Farm,215,Wind,215,,
-120.6872,47.1356,56858,Sagebrush Power Partners,100.7,Wind,100.7,,
-94.9228,43.0475,56859,Crosswind Energy Project,21,Wind,21,,
-94.365,42.0822,56860,Hardin Hilltop Wind LLC,14.7,Wind,14.7,,
-117.6933,34.5644,56862,Bolthouse S&P and Rowen Farms Solar,1.2,Solar,1.2,,
-83.0272,39.8908,56863,Model Gas Power Station,2.8,Biomass,2.8,,
-98.6536,29.3467,56864,Covel Gardens Gas Recovery,9.6,Biomass,9.6,,
-83.0353,41.5283,56865,Ottawa County Project,4.2,Biomass,4.2,,
-80.5208,40.9975,56868,Carbon Limestone,25.6,Biomass,25.6,,
-82.1803,41.3006,56869,Loraine County Project,27.2,Biomass,27.2,,
-84.3872,32.4522,56870,Taylor,8,Biomass,8,,
-87.8861,42.4803,56871,Zion Landfill Gas to Energy Facility,7,Biomass,7,,
-75.8428,39.8639,56873,SECCRA Community Landfill,2.5,Biomass,2.5,,
-121.8461,38.1711,56874,Shiloh Wind Project 2 LLC,150,Wind,150,,
-121.16469,38.44979,56875,Sacramento Soleil LLC,1,Solar,1,,
-92.6822,43.8006,56876,Wapsipinicon Wind Project,100.5,Wind,100.5,,
-74.39441,40.57371,56877,Hall's Warehouse Solar Project,1.7,Solar,1.7,,
-87.2631,40.7178,56878,Hoosier Wind Project LLC,106,Wind,106,,
-98.4583,37.3764,56879,Flat Ridge Wind Energy LLC,50,Wind,50,,
-104.3975,48.2142,56880,OREG 2 Inc,22,Other,22,,
-75.04,39.9894,56883,Pennsauken Solar,1.5,Solar,1.5,,
-75.0928,39.4494,56884,Cumberland County Solid Waste Complex,4.8,Biomass,4.8,,
-77.5072,40.1356,56887,Cumberland County PA LFG Recovery,6.4,Biomass,6.4,,
-75.10697,40.78896,56888,Warren County,2,Solar,2,,
-74.3783,40.72739,56889,PPL Renewable Energy Merck Solar,1.7,Solar,1.7,,
-76.6258,41.7792,56890,Norther Tier Landfill,1.6,Biomass,1.6,,
-72.71139,44.31222,56891,Moretown,3.2,Biomass,3.2,,
-81.7114,35.7386,56892,Silver Creek Lift Station,0.2,Petroleum,0.2,,
-111.58361,44.01833,56893,Chester Diversion Hydroelectric Project,3.6,Hydro,3.6,,
-77.4,38.65,56894,AMERESCO Stafford,2,Biomass,2,,
-122.4,37.5,56895,AMERESCO Ox Mountain,10.8,Biomass,10.8,,
-92.16,38.33,56896,AMERESCO Jefferson City,2.7,Biomass,2.7,,
-121.86,37.97,56897,AMERESCO Keller Canyon,3.6,Biomass,3.6,,
-118.64286,34.43166,56898,AMERESCO Chiquita Canyon,8,Biomass,8,,
-112.5264,36.9708,56899,IRC Generator Facility,3,Petroleum,3,,
-74.4408,39.3639,56900,Atlantic City Convention Center,2,Solar,2,,
-73.6509,44.8216,56901,Noble Altona Windpark LLC,97.5,Wind,97.5,,
-78.2278,42.6697,56902,Noble Wethersfield Windpark LLC,126,Wind,126,,
-74.0299,44.8917,56904,Noble Chateaugay Windpark LLC,106.5,Wind,106.5,,
-101.3917,36.4964,56905,Noble Great Plains Windpark LLC,114,Wind,114,,
-112.87661,46.10471,56908,Dave Gates Generating Station,132.3,Natural Gas,132.3,,
-119.7094,36.7839,56909,Gap Pacific Distribution Center,1.2,Solar,1.2,,
-76.38072,40.66961,56911,Broad Mountain,8.7,Biomass,8.7,,
-98.3164,48.6292,56912,Langdon Wind II LLC,40.5,Wind,40.5,,
-95.4167,43.4303,56913,Osceola Windpower II,50,Wind,50,,
-117.1114,33.3594,56914,Orange Grove Peaking Facility,95.6,Natural Gas,95.6,,
-78.7503,35.8136,56915,SAS Solar Farm,2.2,Solar,2.2,,
-115.58727,32.6711,56917,"Imperial Valley Solar, LLC",199.9,Solar,199.9,,
-97.8853,47.1294,56919,FPL Energy Ashtabula Wind LLC,148.5,Wind,148.5,,
-101.45139,32.10082,56920,EC&R Panther Creek Wind Farm I,142.5,Wind,142.5,,
-101.2983,31.9361,56921,EC&R Panther Creek Wind Farm II,115.5,Wind,115.5,,
-107.81341,39.5229,56922,WWRF Solar Plant,1.3,Solar,1.3,,
-93.8311,43.2125,56923,FPL Energy Crystal Lake Wind LLC,150,Wind,150,,
-93.2722,42.1044,56924,FPL Energy Story Wind LLC,150,Wind,150,,
-93.8311,43.2125,56925,FPL Energy Crystal Lake Wind II LLC,200,Wind,200,,
-73.2572,41.1589,56928,Fairfield University CHP Plant,4.5,Natural Gas,4.5,,
-81.8019,27.3232,56929,DeSoto Next Generation Solar Energy,25,Solar,25,,
-80.6811,28.4586,56930,Space Coast Next Gen Solar Energy,10,Solar,10,,
-94.74361,31.36583,56931,Aspen Biomass Power Plant,50,Wood,50,,
-117.1583,46.7331,56932,Biotech LS 0836,1,Petroleum,1,,
-119.9375,45.6758,56933,Threemile Canyon Wind I LLC,9.9,Wind,9.9,,
-115.0369,42.8444,56934,Cassia Wind Farm LLC,10.5,Wind,10.5,,
-115.0172,42.8744,56935,Cassia Gulch Wind Park LLC,18.9,Wind,18.9,,
-73.63658,43.3085,56936,Brookfield Power Glen Falls Hydro,11.3,Hydro,11.3,,
-89.0267,42.5189,56937,Fairbanks Morse Engine,1.5,Petroleum,1.5,,
-77.9814,34.2867,56938,SunEdison LV Sutton Plant Site,1.2,Solar,1.2,,
-114.7444,33.5917,56939,NRG Solar Blythe LLC,21,Solar,21,,
-88.6836,41.2269,56941,Grand Ridge Wind Energy Center,210,Wind,210,,
-88.4969,43.6161,56942,Forward Wind Energy Center,129,Wind,129,,
-119.2,35.5667,56943,Ausra Kimberlina Solar Generation,3.5,Solar,3.5,,
-114.9933,35.7881,56944,CM10,10,Solar,10,,
-105.9625,34.46667,56945,High Lonesome Mesa  LLC,100,Wind,100,,
-99.6353,36.7767,56946,Buffalo Bear LLC,18.9,Wind,18.9,,
-97.6189,42.6978,56947,Elkhorn Ridge Wind LLC,81,Wind,81,,
-111.50333,32.9174,56948,Coolidge Generation Station,520.8,Natural Gas,520.8,,
-82.1847,34.8008,56951,Enoree Phase II Landfill Gas Recovery,3,Biomass,3,,
-119.9914,45.6533,56952,Willow Creek Energy Center,72,Wind,72,,
-78.4269,42.7794,56953,High Sheldon Wind Farm,112,Wind,112,,
-81.2092,35.3017,56954,Gastonia Prime Power Park,11.2,Petroleum,11.2,,
-101.57862,32.92901,56956,Bull Creek Wind,180,Wind,180,,
-75.8167,40.275,56957,Pioneer Crossing Landfill Gas to Energy,8,Biomass,8,,
-75.9175,43.82,56958,DANC LFGTE Facility,6.4,Biomass,6.4,,
-101.3853,32.1217,56959,Ocotillo Windpower,58.8,Wind,58.8,,
-105.0078,41.1464,56960,Happy Jack Windpower Project,29.4,Wind,29.4,,
-102.82833,31.995,56961,Notrees Windpower,188.5,Wind,152.5,Other,36
-80.8261,35.7692,56962,Iredell County LFG Facility,3.2,Biomass,3.2,,
-74.09155,40.65283,56964,Bayonne Energy Center,461.6,Natural Gas,461.6,,
-77.6731,35.9222,56966,QVC Inc,1.1,Solar,1.1,,
-119.4222,45.7017,56967,Butter Creek Power LLC,5,Wind,5,,
-119.4647,45.655,56968,Big Top LLC,1.7,Wind,1.7,,
-119.4181,45.7286,56969,Four Corners Windfarm LLC,10,Wind,10,,
-119.4533,45.6447,56970,Four Mile Canyon Windfarm LLC,10,Wind,10,,
-119.4044,45.7122,56971,Oregon Trail Windfarm LLC,9.9,Wind,9.9,,
-119.4869,45.6542,56972,Pacific Canyon Windfarm LLC,8.3,Wind,8.3,,
-119.4767,45.6447,56973,Sand Ranch Windfarm LLC,9.9,Wind,9.9,,
-119.4625,45.6531,56974,Wagon Trail LLC,3.3,Wind,3.3,,
-119.4097,45.6967,56975,Ward Butte Windfarm LLC,6.6,Wind,6.6,,
-83.7242,38.5858,56977,Mason County LFGTE,1.6,Biomass,1.6,,
-90.5803,41.4614,56978,Sears Hydroelectric Plant,1.2,Hydro,1.2,,
-101.1167,31.9925,56979,EC&R Panther Creek Wind Farm III,199.5,Wind,199.5,,
-78.8153,40.0311,56980,Stony Creek Wind Farm LLC,52.5,Wind,52.5,,
-100.6728,32.5886,56981,Pyron Wind Farm LLC,249,Wind,249,,
-118.1414,40.9961,56982,NGP Blue Mountain I LLC,39,Geothermal,39,,
-97.4586,27.9386,56983,EC&R Papalote Creek I LLC,180,Wind,180,,
-100.5797,32.4969,56984,Inadale Wind Farm LLC,197,Wind,197,,
-98.16888,38.89265,56985,Smoky Hills Wind Project Phase II,148.5,Wind,148.5,,
-73.5944,44.6917,56986,Clinton LFGTE Facility,6.4,Biomass,6.4,,
-78.0061,42.2853,56987,Hyland LFGTE Facility,4.8,Biomass,4.8,,
-67.9944,45.4822,56989,Stetson Wind I,57,Wind,57,,
-68.35,45.36667,56990,Rollins Wind Project,60,Wind,60,,
-67.9586,45.5822,56991,Stetson Wind II,25.5,Wind,25.5,,
-74.7772,40.1483,56993,MF Mesa Lane LLC,1.5,Solar,1.5,,
-92.705,43.7189,56994,Grand Meadow,100.5,Wind,100.5,,
-79.31611,33.45361,56995,Georgetown LFGTE,1,Biomass,1,,
-117.70083,33.98524,56996,Solar Photovoltaic Project #02,1,Solar,1,,
-115.9233,43.595,56997,Arrowrock Hydroelectric Project,16,Hydro,16,,
-104.52639,38.32083,56998,Pueblo Airport Generating Station,380,Natural Gas,380,,
-116.97207,32.79611,57001,El Cajon Energy Center,43.5,Natural Gas,43.5,,
-74.4739,43.0142,57003,Fulton LFGTE Facility,3.2,Biomass,3.2,,
-117.23,33.8672,57004,SunEdison Walgreens Moreno Valley,0.9,Solar,0.9,,
-121.96366,38.40008,57005,Mariani Packing Vacaville Solar,0.9,Solar,0.9,,
-121.71336,38.67489,57006,Walgreens Woodland Distribution Center,0.9,Solar,0.9,,
-114.91798,33.56727,57007,SunEdison Ironwood State Prison,0.9,Solar,0.9,,
-119.13,34.2089,57008,SunEdison Procter & Gamble Oxnard,0.8,Solar,0.8,,
-117.26683,34.0947,57009,Kohls San Bernardino Solar Facility,0.9,Solar,0.9,,
-122.09271,38.23211,57010,SunEdison Anheuser Busch Fairfield,0.9,Solar,0.9,,
-114.90363,33.56533,57011,Chuckawalla Valley State Prison,0.9,Solar,0.9,,
-117.2,34.5975,57012,SunEdison Walmart Apple Valley DC,0.9,Solar,0.9,,
-84.2594,33.6553,57013,DeKalb County Green Energy Facility,3.2,Biomass,3.2,,
-80.2611,40.2058,57014,Waste Management Arden LFGTE,4.8,Biomass,4.8,,
-120.2969,45.5739,57015,Waste Management Columbia Ridge LFGTE,12.8,Biomass,12.8,,
-69.8319,44.7014,57016,Waste Management Crossroads LFGTE,3.2,Biomass,3.2,,
-94.2489,44.8158,57017,Spruce Ridge Gas Recovery,3.2,Biomass,3.2,,
-76.6233,37.5681,57018,Waste Management Middle Peninsula LFGTE,6.4,Biomass,6.4,,
-123.2511,45.1672,57019,Riverbend Landfill,4.8,Biomass,4.8,,
-97.5142,32.7206,57020,Westside Landfill Gas Recovery,4.8,Biomass,4.8,,
-75.7028,43.0336,57021,Waste Management Madison County LFGTE,1.6,Biomass,1.6,,
-77.3081,38.2747,57022,Waste Management King George LFGTE,11.3,Biomass,11.3,,
-95.7211,39.1067,57023,Waste Management Rolling Meadows LFGTE,5.6,Biomass,5.6,,
-84.8003,43.9906,57024,Waste Management Northern Oaks LFGTE,1.6,Biomass,1.6,,
-94.2056,36.1758,57025,Waste Management Eco Vista LFGTE,4,Biomass,4,,
-81.2722,32.0303,57026,Superior Landfill Gas Recovery,6.4,Biomass,6.4,,
-117.86167,33.85806,57027,Canyon Power Plant,194.8,Natural Gas,194.8,,
-116.81972,43.90444,57028,Langley Gulch Power Plant,298.7,Natural Gas,298.7,,
-81.41665,35.17055,57029,Cleveland Cnty Generating Facility,720,Natural Gas,720,,
-81.7397,34.8986,57030,Pacolet Diesel Generation Facility,5.4,Petroleum,5.4,,
-97.8975,47.3272,57031,Luverne Wind Farm,4,Wind,4,,
-97.8961,47.1244,57032,Ashtabula Wind Energy Center,48,Wind,48,,
-98.3169,48.6303,57033,Langdon Wind Energy Center,40.5,Wind,40.5,,
-95.025,45.1272,57034,Willmar Municipal East Substation,6,Petroleum,6,,
-95.0844,45.105,57035,Willmar Municipal SW Substation,6,Petroleum,6,,
-149.9053,61.16742,57036,Southcentral Power Project,169.7,Natural Gas,169.7,,
-88.76222,32.65472,57037,Kemper County IGCC Project,696.4,Natural Gas,696.4,,
-101.55472,46.98,57038,Bison I Wind Energy Center,81.8,Wind,81.8,,
-105.9906,41.7244,57039,McFadden Ridge,29.7,Wind,29.7,,
-106.01112,41.67505,57040,High Plains,99,Wind,99,,
-121.9264,38.4106,57041,Vaca Dixon Solar Station,2.5,Solar,2.5,,
-122.05944,37.65889,57042,CSU East Bay,1.4,Natural Gas,1.4,,
-122.4775,37.72389,57043,SF State University,1.6,Natural Gas,1.6,,
-76.8553,41.7619,57044,Armenia Mountain Wind Farm,100.5,Wind,100.5,,
-99.13389,44.47778,57045,Rolling Thunder Wind Farm,25,Wind,25,,
-97.28633,41.41644,57046,Archer Daniels Midland Columbus,61,Coal,61,,
-95.7131,43.7036,57047,Nobles Wind Project,201,Wind,201,,
-112.1097,48.51,57049,NaturEner Glacier Wind Energy 1,104.2,Wind,104.2,,
-112.1847,48.5333,57050,NaturEner Glacier Wind Energy 2,100,Wind,100,,
-162.98,67.57,57051,Noatak,1.2,Petroleum,1.2,,
-169.5889,63.25,57052,Savoonga,1.7,Petroleum,1.7,,
-164.6544,62.6833,57053,Alakanuk,2.1,Petroleum,2.1,,
-160.3072,61.5378,57054,Upper Kalskag,1.1,Petroleum,1.1,,
-162.2489,63.47,57055,Stebbins,2,Petroleum,2,,
-165.0689,61.79,57056,Scammon Bay,1.3,Petroleum,1.3,,
-161.9008,59.7539,57057,Quinhagak,1.1,Petroleum,1.1,,
-162.875,61.9381,57058,Pilot Station,1.2,Petroleum,1.2,,
-161.16,64.93,57059,Koyuk,1.1,Petroleum,1.1,,
-162.2772,64.6206,57060,Elim,1.1,Petroleum,1.1,,
-162.0383,63.4775,57061,St. Michael,1,Petroleum,1,,
-171.7375,63.7667,57062,Gambell,1.6,Petroleum,1.6,,
-156.9889,66.71,57063,Shungnak,1.2,Petroleum,1.2,,
-163.7614,62.9456,57064,Kotlik,1.6,Petroleum,1.6,,
-163.7189,67.63,57065,Kivalina,1.1,Petroleum,1.1,,
-162.5197,60.8731,57066,Kasigluk,1.6,Petroleum,1.6,,
-164.7489,60.6,57067,Toksook Bay,1.7,Petroleum,1.7,,
-72.57667,41.55444,57068,GenConn Middletown LLC,194,Petroleum,194,,
-93.1994,44.9156,57069,Twin Cities Hydro LLC,18,Hydro,18,,
-73.1075,41.2108,57070,GenConn Devon LLC,187.6,Petroleum,187.6,,
-97.0781,33.1917,57071,Denton Power LLC,1.6,Biomass,1.6,,
-90.1283,38.6972,57072,Granite City Works,78,Other Fossil Gasses,78,,
-115.46861,35.55611,57073,Ivanpah 2,133,Solar,133,,
-115.4525,35.53306,57074,Ivanpah 1,125,Solar,125,,
-115.4825,35.58083,57075,Ivanpah 3,133,Solar,133,,
-84.9761,32.4119,57076,South Columbus Water Refuel_source Facility,3.6,Biomass,3.6,,
-78.85361,42.82111,57078,Steel Winds II,15,Wind,15,,
-113.0139,38.3947,57079,Milford Wind Corridor I LLC,203.5,Wind,203.5,,
-72.12444,44.65972,57080,Sheffield Wind,40,Wind,40,,
-75.0667,39.4636,57081,Calpine Vineland Solar LLC,4.1,Solar,4.1,,
-156.55139,20.81778,57082,Kaheawa Wind Power II LLC,31,Wind,21,Other,10
-68.2425,44.72306,57083,Bull Hill Wind Project,34.5,Wind,34.5,,
-134.0533,58.2325,57085,Lake Dorothy Hydroelectric Project,14.3,Hydro,14.3,,
-157.97444,21.69194,57087,Kahuku Wind Power LLC,30,Wind,30,,
-106.0064,42.9683,57090,Campbell Hill Windpower,99,Wind,99,,
-105.0136,41.1456,57091,Silver Sage Windpower,42,Wind,42,,
-106.22144,42.8847,57093,Casper Wind Farm,17,Wind,17,,
-88.49,40.9969,57094,Streator Cayuga Ridge South,300,Wind,300,,
-97.7892,27.2231,57095,Penascal II Wind Project LLC,201,Wind,201,,
-120.5517,45.5781,57096,Star Point Wind Project LLC,98.7,Wind,98.7,,
-99.94389,48.48278,57097,Rugby Wind Power Project,149,Wind,149,,
-110.4217,34.5372,57098,Dry Lake Wind LLC,63,Wind,63,,
-122.42829,47.26607,57099,Simpson Tacoma Kraft Biomass,55,Wood,55,,
-120.4131,34.9508,57100,Santa Maria LFG Power Plant,1,Biomass,1,,
-120.3803,34.9494,57101,J&A-Santa Maria II LLC,1.4,Biomass,1.4,,
-118.0472,33.9706,57102,Whittier LFG Power Plant #1,2,Biomass,2,,
-71.8488,42.56101,57103,Newark America Mill,3,Natural Gas,3,,
-103.74,35.17,57106,Mesalands Comm College Wind Turbine,1.5,Wind,1.5,,
-113.01389,38.39472,57107,Milford Wind Corridor Stage II LLC,102,Wind,102,,
-98.4525,34.8217,57108,Blue Canyon Windpower V LLC,99,Wind,99,,
-86.935,40.6275,57109,Meadow Lake Wind Farm LLC,199.7,Wind,199.7,,
-88.6233,41.1508,57110,Blackstone Wind Farm LLC,102,Wind,102,,
-95.3233,43.3456,57111,Lost Lakes Wind Farm LLC,100,Wind,100,,
-87.0242,40.6431,57112,Meadow Lake Wind Farm II LLC,99,Wind,99,,
-88.53,41.1406,57113,Blackstone Wind Farm II LLC,200,Wind,200,,
-87.0194,40.5986,57115,Meadow Lake Wind Farm III LLC,103.5,Wind,103.5,,
-99.3444,37.5499,57118,Greensburg Wind Farm LLC,12.5,Wind,12.5,,
-93.5386,44.7956,57119,Koda Biomass Plant,20.3,Biomass,20.3,,
-100.7011,47.1333,57120,Wilton Wind II LLC,49.5,Wind,49.5,,
-97.93169,47.29244,57121,Ashtabula Wind II LLC,120,Wind,120,,
-117.8467,33.6481,57122,UCI Facilities Management Central Plant,19,Natural Gas,19,,
-81.9833,30.3167,57123,Trail Ridge Landfill Gas Recovery,9,Biomass,9,,
-115.01083,42.82528,57124,Payne's Ferry,21,Wind,21,,
-115.04889,42.81194,57125,Camp Reed,22.5,Wind,22.5,,
-114.98861,42.77083,57126,Yahoo Creek,21,Wind,21,,
-82.1164,29.3864,57128,G2 Energy Marion LLC,3.8,Biomass,3.8,,
-75.0483,42.1592,57129,Catskill Mts Energy Corporation,1.1,Biomass,1.1,,
-69.35,44.4967,57130,Beaver Ridge Wind,1.5,Wind,1.5,,
-85.2983,44.19,57131,Stoney Corners Wind Farm,59,Wind,59,,
-99.3033,35.9408,57132,Nine Mile Gas Processing Plant,6.2,Natural Gas,6.2,,
-121.3992,39.0728,57133,G2 Energy Ostrom Road LLC,3,Biomass,3,,
-102.85306,40.9925,57134,OREG 4 Peetz,3.2,Other,3.2,,
-89.45611,41.59917,57135,Big Sky Wind LLC,240,Wind,240,,
-115.0164,42.8925,57136,Tuana Springs,16.8,Wind,16.8,,
-118.591,45.943,57137,Eurus Combine Hills Turbine Ranch 2,63,Wind,63,,
-81.66667,33.28333,57138,Savannah River Site Biomass Cogen,16,Wood,16,,
-78.6908,40.3042,57139,Highland Wind Project,62.5,Wind,62.5,,
-105.1459,40.5911,57141,RV CSU Power LLC,1.9,Solar,1.9,,
-80.4925,38.0878,57151,Beech Ridge Energy LLC,100.5,Wind,100.5,,
-120.3475,45.8131,57152,Harvest Wind Project,98.9,Wind,98.9,,
-100.67882,31.08543,57153,Langford Wind Power,150,Wind,150,,
-115.51375,32.90657,57154,Imperial Valley Refuel_source Recovery,13,Wood,13,,
-98.33765,33.06797,57156,Barton Chapel Wind Farm,120,Wind,120,,
-120.8339,45.7269,57159,Windy Flats Wind Project,262.2,Wind,262.2,,
-91.63689,35.7574,57160,White River Lock and Dam 1,4.3,Hydro,4.3,,
-91.76542,35.74404,57161,White River Lock and Dam 2,3.5,Hydro,3.5,,
-91.85052,35.84361,57162,White River Lock and Dam 3,4.3,Hydro,4.3,,
-118.7236,34.1511,57163,Calabasas Gas to Energy Facility,9.9,Biomass,9.9,,
-96.95722,33.03111,57165,Farmers Branch Renewable Energy Facility,3.2,Biomass,3.2,,
-119.69778,39.54944,57166,Waste Management Lockwood LFGTE,3.2,Biomass,3.2,,
-98.0228,29.7372,57167,Mesquite Creek LFGTE Project,3.2,Biomass,3.2,,
-81.65806,26.15583,57168,Waste Management Naples LFGTE Project,4,Biomass,4,,
-80.04055,36.19361,57169,Waste Management Piedmont LFGTE Project,2.4,Biomass,2.4,,
-82.30167,39.90972,57170,Suburban Landfill Gas Recovery,5.6,Biomass,5.6,,
-103.7636,46.2486,57171,Cedar Hills,19.5,Wind,19.5,,
-101.7564,46.8214,57172,Glen Ullin Station 6,5.3,Other,5.3,,
-84.6694,41.6292,57173,Bridgewater Dairy Anaerobic Digester,1.2,Biomass,1.2,,
-102.74305,40.75694,57174,Colorado Highlands Wind,91,Wind,91,,
-75.165,38.78278,57176,University of Delaware Wind Turbine,2,Wind,2,,
-87.0328,40.6778,57177,Meadow Lake Wind Farm IV,98.7,Wind,98.7,,
-72.6686,41.7614,57179,HSCo CHP,3.5,Natural Gas,3.5,,
-76.45555,39.95917,57182,PPL Frey Farm Landfill Wind,3.2,Wind,3.2,,
-75.23222,40.66778,57183,PPL Glendon LFGTE Plant,3.2,Biomass,3.2,,
-68.6647,44.8803,57184,Orono Hydro Station,2.7,Hydro,2.7,,
-79.3186,42.1989,57186,Chautauqua LFGTE Facility,9.6,Biomass,9.6,,
-152.4406,57.7869,57187,Pillar Mountain Wind Project,9,Wind,9,,
-120.1819,46.9547,57188,Vantage Wind Energy LLC,90,Wind,90,,
-94.51806,39.98139,57189,Lost Creek Wind Energy Facility,150,Wind,150,,
-87.9894,45.7736,57190,Little Quinnesec Falls Hydro Project,9,Hydro,9,,
-87.6514,41.6758,57191,Exelon Solar Chicago,9,Solar,9,,
-114.49222,39.10417,57192,Spring Valley Wind Project,150,Wind,150,,
-97.9056,45.215,57194,Day County Wind LLC,99,Wind,99,,
-117.82167,46.52417,57195,Lower Snake River Wind Energy Project,342.7,Wind,342.7,,
-79.96,35.97,57196,"High Point, POLO",1.8,Petroleum,1.8,,
-98.40034,29.30418,57197,Blue Wing Solar Energy Generation,13.5,Solar,13.5,,
-93.45043,43.7246,57198,Bent Tree Wind Farm Phase 1,200,Wind,200,,
-89.14806,43.56389,57199,Glacier Hills,32.4,Wind,32.4,,
-81.5956,35.2536,57200,Shelby Solar Energy Generation Facility,1,Solar,1,,
-121.7833,38.7208,57201,FPL Energy Montezuma Winds LLC,36.8,Wind,36.8,,
-81.95638,30.32075,57202,Jacksonville Solar,12.5,Solar,12.5,,
-83.31707,40.8795,57203,Wyandot Solar Farm,12,Solar,12,,
-74.82294,40.86063,57204,PSEG Hackettstown,2.2,Solar,2.2,,
-114.9933,35.7814,57205,CM48,48,Solar,48,,
-150.99722,60.49944,57206,Soldotna,44,Natural Gas,44,,
-93.1139,44.8244,57207,Thomson Reuters Data Center Bldg ES101,0.6,Petroleum,0.6,,
-93.1167,44.8289,57208,Thomson Reuters Data Center Bldg H,2.4,Petroleum,2.4,,
-103.78389,40.9475,57210,Cedar Creek II,250.8,Wind,250.8,,
-111.8403,43.5347,57211,Goshen Phase II,124.5,Wind,124.5,,
-97.2967,27.9958,57212,EC&R Papalote Creek II LLC,200.1,Wind,200.1,,
-118.5725,39.2944,57213,ENEL Salt Wells LLC,20.2,Geothermal,20.2,,
-92.4711,42.7317,57214,Waverly Community Wind Project,2.7,Wind,2.7,,
-75.23845,40.76054,57216,Crayola Solar Project,2.8,Solar,2.8,,
-117.40011,34.09428,57217,Solar Photovoltaic Project #03,1,Solar,1,,
-117.23057,34.08628,57219,Solar Photovoltaic Project #05,2.5,Solar,2.5,,
-117.57305,34.04139,57220,Solar Photovoltaic Project #06,2,Solar,2,,
-117.2275,34.08611,57221,Solar Photovoltaic Project #07,2.5,Solar,2.5,,
-117.565,34.04194,57222,Solar Photovoltaic Project #08,2,Solar,2,,
-117.57167,34.04278,57223,Solar Photovoltaic Project #09,1,Solar,1,,
-117.51694,34.075,57224,Solar Photovoltaic Project #10,1.5,Solar,1.5,,
-117.56167,34.04222,57226,Solar Photovoltaic Project #12,0.5,Solar,0.5,,
-117.51667,34.07917,57229,Solar Photovoltaic Project #15,3.5,Solar,3.5,,
-117.51639,34.08333,57232,Solar Photovoltaic Project #18,1.5,Solar,1.5,,
-117.52028,34.08083,57236,Solar Photovoltaic Project #23,2.5,Solar,2.5,,
-117.2114,34.08,57237,Solar Photovoltaic Project #22,2,Solar,2,,
-79.46722,39.25444,57239,Roth Rock Wind Farm LLC,40,Wind,40,,
-79.43444,39.28722,57240,"Roth Rock North Wind Farm, LLC",10,Wind,10,,
