X,Y,code,plant_name,capacity_mw,fuel_src_primary,primary_output,fuel_src_secondary,secondary_output
-87.35682,33.45867,2,Bankhead Dam,56,Hydro,56,,
-88.0103,31.0069,3,Barry,2574.5,Coal,1612.5,Natural Gas,962
-86.28306,32.58389,4,Walter Bouldin Dam,225.9,Hydro,225.9,,
-85.9708,34.0128,7,Gadsden,130,Coal,130,,
-87.19649,33.64434,8,Gorgas,1241,Coal,1241,,
-106.375,31.7569,9,Copper,62,Natural Gas,62,,
-87.7811,32.6017,10,Greene County,1237,Coal,497,Natural Gas,740
-86.0524,33.7845,11,H Neely Henry Dam,70,Hydro,70,,
-87.4495,33.2553,12,Holt Dam,45,Hydro,45,,
-86.2548,32.6189,13,Jordan Dam,100,Hydro,100,,
-86.33755,33.42588,14,Logan Martin Dam,135,Hydro,135,,
-86.5187,32.9633,15,Lay Dam,178.8,Hydro,178.8,,
-85.91144,32.68039,16,Martin Dam,186,Hydro,186,,
-86.44489,32.80602,17,Mitchell Dam,165.9,Hydro,165.9,,
-87.1077,33.9406,18,Lewis Smith Dam,180,Hydro,180,,
-85.88761,32.53544,19,Thurlow Dam,78,Hydro,78,,
-85.75381,34.17214,20,Weiss Dam,74.1,Hydro,74.1,,
-85.8901,32.5743,21,Yates Dam,47,Hydro,47,,
-86.45806,33.24421,26,E C Gaston,1878,Coal,1862,Petroleum,16
-94.4153,44.0525,30,Madelia,10.3,Natural Gas,10.3,,
-120.95334,39.13426,34,Rollins,12.1,Hydro,12.1,,
-87.39977,32.10088,38,Millers Ferry,90,Hydro,90,,
-87.1189,34.7042,46,Browns Ferry,3309.4,Nuclear,3309.4,,
-87.8486,34.7439,47,Colbert,1547.2,Coal,1184,Natural Gas,363.2
-86.39393,34.42127,48,Guntersville,122.7,Hydro,122.7,,
-87.3819,34.8069,49,Wheeler Dam,398.2,Hydro,398.2,,
-85.75525,34.88302,50,Widows Creek,938,Coal,938,,
-93.56917,32.03056,51,Dolet Hills,638,Coal,638,,
-86.47947,31.4033,53,Gantt,2.8,Hydro,2.8,,
-84.1017,37.8833,54,J K Smith,784,Natural Gas,784,,
-86.51831,31.36115,55,Point A,5.4,Hydro,5.4,,
-87.91075,31.48802,56,Charles R Lowman,553,Coal,553,,
-98.34822,40.85477,59,Platte,100,Coal,100,,
-98.31244,40.58087,60,Whelan Energy Center,309,Coal,309,,
-134.101,58.3176,62,Annex Creek,3.6,Hydro,3.6,,
-134.4174,58.3107,63,Gold Creek,9.7,Petroleum,8.1,Hydro,1.6
-134.4953,58.3536,64,Lemon Creek,57.5,Petroleum,57.5,,
-134.4631,58.3269,65,Salmon Creek 1,5.2,Hydro,5.2,,
-135.3131,59.4545,66,Skagway,4.4,Petroleum,3.4,Hydro,1
-135.445,59.2358,69,Haines,6.2,Petroleum,6.2,,
-131.35417,55.61389,70,Swan Lake,22.4,Hydro,22.4,,
-152.895,57.6861,71,Terror Lake,22.4,Hydro,22.4,,
-118.4168,34.01135,72,Venice,10.1,Hydro,10.1,,
-149.8661,61.2221,75,Anchorage 1,90.4,Natural Gas,88.4,Petroleum,2
-149.15009,61.47521,77,Eklutna Hydro Project,44.4,Hydro,44.4,,
-133.737,58.1415,78,Snettisham,78,Hydro,78,,
-147.73506,64.84774,79,Aurora Energy LLC Chena,32.4,Coal,32.4,,
-131.63343,55.34464,84,Ketchikan,4.2,Hydro,4.2,,
-131.6778,55.3633,85,S W Bailey,23,Petroleum,23,,
-108.082,35.4159,87,Escalante,247,Coal,247,,
-74.2063,41.949,88,Ashokan,3.8,Hydro,3.8,,
-165.42938,64.50592,90,Snake River,17.8,Petroleum,16,Wind,1.8
-132.95709,56.81104,91,Petersburg,12.6,Petroleum,11,Hydro,1.6
-149.4417,60.1083,92,Seward,15.6,Petroleum,15.6,,
-135.2297,57.0516,93,Blue Lake,7,Hydro,7,,
-132.3683,56.4522,95,Wrangell,8.5,Petroleum,8.5,,
-151.0356,61.1861,96,Beluga,344.4,Natural Gas,344.4,,
-122.365,47.07972,99,Frederickson,134,Natural Gas,134,,
-111.78106,33.46648,100,South Consolidated,1.4,Hydro,1.4,,
-119.2567,37.14793,104,J S Eastwood,199.8,Pumped Storage,199.8,,
-100.9725,37.9308,108,Holcomb,358.8,Coal,358.8,,
-157.89,59.6708,109,Dillingham,6.6,Petroleum,6.6,,
-110.3033,34.9394,113,Cholla,1027,Coal,1027,,
-109.5538,31.36412,114,Douglas,15,Petroleum,15,,
-111.9122,33.4225,116,Ocotillo,320.6,Natural Gas,320,Solar,0.6
-112.1583,33.4417,117,West Phoenix,952,Natural Gas,952,,
-111.3,32.5517,118,Saguaro,176,Natural Gas,176,,
-114.7106,32.7214,120,Yucca,328,Natural Gas,257,Petroleum,71
-110.99215,32.25227,124,Demoss Petrie,75,Natural Gas,75,,
-110.9047,32.16,126,H Wilson Sundt Generating Station,470,Coal,156,Natural Gas,314
-99.1753,34.0825,127,Oklaunion,650,Coal,650,,
-80.11333,33.37139,130,Cross,2350,Coal,2350,,
-81.63278,29.73306,136,Seminole,1309,Coal,1309,,
-112.2153,33.5561,141,Agua Fria,626.2,Natural Gas,626,Solar,0.2
-111.94605,33.43938,143,Crosscut,33,Natural Gas,30,Hydro,3
-111.344,33.5907,145,Horse Mesa,149,Hydro,30,Pumped Storage,119
-111.9353,33.3556,147,Kyrene,525,Natural Gas,525,,
-111.4431,33.5536,148,Mormon Flat,68.8,Hydro,11.5,Pumped Storage,57.3
-111.16179,33.6711,149,Roosevelt,36,Hydro,36,,
-111.536,33.5661,150,Stewart Mountain,13,Hydro,13,,
-120.93139,37.62936,151,McClure,112,Petroleum,112,,
-114.57067,35.19704,152,Davis Dam,254.8,Hydro,254.8,,
-111.48387,36.93661,153,Glen Canyon Dam,1312,Hydro,1312,,
-114.73801,36.01551,154,Hoover Dam,1039.4,Hydro,1039.4,,
-111.31251,40.49363,159,Lake Creek,1,Hydro,1,,
-109.8931,32.0603,160,Apache Station,548.5,Coal,350,Natural Gas,198.5
-120.59468,37.61146,161,Turlock Lake,3.3,Hydro,3.3,,
-120.74625,37.62154,162,Hickman,1,Hydro,1,,
-95.2894,36.19028,165,GREC,1010,Coal,1010,,
-93.0262,34.4425,166,Carpenter,62.4,Hydro,62.4,,
-92.9049,34.4341,170,Lake Catherine,519.7,Natural Gas,519.7,,
-92.4096,34.636,171,Mabelvale,26.5,Natural Gas,26.5,,
-90.0053,35.6975,172,Osceola,4.8,Petroleum,4.8,,
-92.8941,34.4272,174,Remmel,11.5,Hydro,11.5,,
-121.86215,40.45193,180,Volta 2,0.9,Hydro,0.9,,
-93.84737,36.42151,182,Beaver,128.8,Hydro,128.8,,
-93.11096,34.21191,187,Degray,68,Hydro,40,Pumped Storage,28
-91.9953,35.5207,188,Greers Ferry Lake,94,Hydro,94,,
-90.1867,36.3858,193,Municipal Light,7.2,Petroleum,7.2,,
-93.71517,34.14843,195,Narrows,29.1,Hydro,29.1,,
-92.2401,36.2491,196,Norfork,92,Hydro,92,,
-93.19443,34.57098,197,Blakely Mountain,75,Hydro,75,,
-92.5763,36.3635,198,Bull Shoals,390.8,Hydro,390.8,,
-93.1686,35.2503,199,Dardanelle,160.8,Hydro,160.8,,
-93.80493,35.46238,201,Thomas Fitzhugh,162,Natural Gas,162,,
-91.36343,35.2601,202,Carl Bailey,122,Natural Gas,122,,
-92.7917,33.5648,203,McClellan,134,Natural Gas,134,,
-88.8339,40.1719,204,Clinton Power Station,1065,Nuclear,1065,,
-81.5508,30.4308,207,St Johns River Power Park,1252,Coal,1252,,
-95.68978,38.23926,210,Wolf Creek Generating Station,1175,Nuclear,1175,,
-120.80355,39.21598,214,Alta Powerhouse,1,Hydro,1,,
-120.53944,38.07194,215,Angels,0.7,Hydro,0.7,,
-119.08771,36.90914,217,Balch 1,34,Hydro,34,,
-119.08756,36.90891,218,Balch 2,105,Hydro,105,,
-121.24944,40.00744,219,Belden,125,Hydro,125,,
-121.32769,39.91062,220,Bucks Creek,65,Hydro,65,,
-121.19066,40.17566,221,Butt Valley,41,Hydro,41,,
-121.14824,40.08548,222,Caribou 1,75,Hydro,75,,
-121.14937,40.086,223,Caribou 2,120,Hydro,120,,
-121.65738,39.78888,224,Centerville,6.4,Hydro,6.4,,
-120.81324,38.77176,225,Chili Bar,7,Hydro,7,,
-122.1219,40.40464,227,Coleman,13,Hydro,13,,
-122.02093,40.57082,229,Cow Creek,1.8,Hydro,1.8,,
-121.40969,39.82591,231,Cresta,70,Hydro,70,,
-121.63182,39.86927,232,De Sabla,18.5,Hydro,18.5,,
-120.8443,39.29807,233,Deer Creek,5.7,Hydro,5.7,,
-120.76744,39.25687,235,Drum 1,54,Hydro,54,,
-120.76705,39.25739,236,Drum 2,49.5,Hydro,49.5,,
-120.83559,39.21698,237,Dutch Flat,22,Hydro,22,,
-120.61915,38.79357,238,El Dorado,20.6,Hydro,20.6,,
-120.6699,38.33098,239,Electra,98,Hydro,98,,
-119.02025,36.92742,240,Haas,144,Hydro,144,,
-121.04193,38.95698,241,Halsey,11,Hydro,11,,
-121.08948,40.26871,242,Hamilton Branch,4.8,Hydro,4.8,,
-121.54446,40.9293,243,Hat Creek 1,8.5,Hydro,8.5,,
-121.54866,40.96068,244,Hat Creek 2,8.5,Hydro,8.5,,
-124.2103,40.7415,246,Humboldt Bay,163.4,Natural Gas,163.4,,
-121.9655,40.40099,248,Inskip,8,Hydro,8,,
-121.97518,40.99229,249,James B Black,172,Hydro,172,,
-119.55283,37.09249,250,Kerckhoff,25.2,Hydro,25.2,,
-121.87325,40.67783,253,Kilarc,3.2,Hydro,3.2,,
-119.15878,36.88817,254,Kings River,52,Hydro,52,,
-121.57096,39.69876,255,Lime Saddle,2,Hydro,2,,
-120.3299,37.52301,258,Merced Falls,3.5,Hydro,3.5,,
-121.78224,36.80484,260,Dynegy Moss Landing Power Plant,2529,Natural Gas,2529,,
-120.4464,38.14709,261,Murphys,1.7,Hydro,1.7,,
-121.27174,39.2364,262,Narrows,12,Hydro,12,,
-120.32654,38.0321,264,Phoenix,2,Hydro,2,,
-121.49824,40.99084,265,Pit 1,61,Hydro,61,,
-121.74814,40.99745,266,Pit 3,69.9,Hydro,69.9,,
-121.84944,40.98636,267,Pit 4,95,Hydro,95,,
-121.97759,40.9862,268,Pit 5,160,Hydro,160,,
-121.99291,40.92257,269,Pit 6,80,Hydro,80,,
-121.9908,40.84746,270,Pit 7,113,Hydro,113,,
-121.89447,38.03917,271,Pittsburg Power,1311,Natural Gas,1311,,
-121.46981,39.72289,272,Poe,120,Hydro,120,,
-123.12793,39.36179,274,Potter Valley,9.2,Hydro,9.2,,
-121.34523,39.90521,275,Rock Creek,121,Hydro,121,,
-119.49751,37.20323,276,San Joaquin 2,3.2,Hydro,3.2,,
-119.51935,37.25372,277,San Joaquin 3,4.2,Hydro,4.2,,
-120.21811,38.49791,279,Salt Springs,44,Hydro,44,,
-121.87919,40.3954,280,South,7,Hydro,7,,
-120.64481,39.32461,281,Spaulding 1,7,Hydro,7,,
-120.64538,39.32459,282,Spaulding 2,4.4,Hydro,4.4,,
-120.63547,39.33768,283,Spaulding 3,5.8,Hydro,5.8,,
-120.11168,38.18653,284,Spring Gap,7,Hydro,7,,
-120.37032,38.13905,285,Stanislaus,91,Hydro,91,,
-122.745,38.777,286,Geysers Unit 5-20,770,Geothermal,770,,
-120.49264,38.44929,287,Tiger Creek,58,Hydro,58,,
-118.7071,36.16308,289,Tule River,6.4,Hydro,6.4,,
-121.86708,40.45911,290,Volta 1,9,Hydro,9,,
-120.54957,38.4209,291,West Point,14.5,Hydro,14.5,,
-121.09852,38.88986,292,Wise,17.2,Hydro,17.2,,
-119.50472,37.15105,293,A G Wishon,20,Hydro,20,,
-122.33532,41.97891,294,Copco 1,26.4,Hydro,26.4,,
-122.35813,41.97572,295,Copco 2,35.6,Hydro,35.6,,
-122.36045,41.98561,296,Fall Creek,1.9,Hydro,1.9,,
-122.43678,41.93298,297,Iron Gate,18.8,Hydro,18.8,,
-96.2525,31.4219,298,Limestone,1689,Coal,1689,,
-112.8533,38.4889,299,Blundell,34,Geothermal,34,,
-116.9722,32.7958,301,El Cajon,16,Natural Gas,16,,
-117.3364,33.1361,302,Encina,964,Natural Gas,964,,
-117.1338,32.834,303,Kearny,136,Natural Gas,136,,
-117.1664,32.8761,305,Miramar,36,Natural Gas,36,,
-135.12275,56.98628,313,Green Lake,18.6,Hydro,18.6,,
-115.39203,32.6731,314,Drop 5,3.6,Hydro,3.6,,
-118.1009,33.7688,315,AES Alamitos LLC,1997,Natural Gas,1997,,
-118.4795,34.0969,316,Sepulveda Canyon,8.5,Hydro,8.5,,
-119.2396,37.2042,317,Big Creek 1,88.4,Hydro,88.4,,
-119.3069,37.2,318,Big Creek 2,66.6,Hydro,66.6,,
-119.38662,37.14852,319,Big Creek 3,173.5,Hydro,173.5,,
-119.4898,37.139,320,Big Creek 4,100,Hydro,100,,
-119.3289,37.2096,321,Big Creek 8,70.8,Hydro,70.8,,
-119.30681,37.20006,322,Big Creek 2A,100,Hydro,100,,
-118.57334,37.27358,323,Bishop Creek 2,7.3,Hydro,7.3,,
-118.53196,37.30196,324,Bishop Creek 3,7.9,Hydro,7.9,,
-118.50171,37.32303,325,Bishop Creek 4,8,Hydro,8,,
-118.4797,37.3344,326,Bishop Creek 5,3.8,Hydro,3.8,,
-118.4628,37.3499,327,Bishop Creek 6,1.6,Hydro,1.6,,
-118.5248,35.58807,328,Borel,10.6,Hydro,10.6,,
-116.8539,34.8606,329,Coolwater,636,Natural Gas,636,,
-118.42417,33.9098,330,El Segundo Power,335,Natural Gas,335,,
-117.52663,34.09118,331,Etiwanda Generating Station,640,Natural Gas,640,,
-117.39712,34.15516,332,Fontana,2.8,Hydro,2.8,,
-117.9792,33.6439,335,AES Huntington Beach LLC,451.6,Natural Gas,451.6,,
-118.87988,36.46133,336,Kaweah 2,1.8,Hydro,1.8,,
-118.86202,36.46507,337,Kaweah 1,2.1,Hydro,2.1,,
-118.83565,36.48606,338,Kaweah 3,4.5,Hydro,4.5,,
-118.43623,35.77618,339,Kern River 3,40.2,Hydro,40.2,,
-118.77959,35.4603,340,Kern River 1,26.4,Hydro,26.4,,
-118.2248,33.7641,341,Long Beach Generation LLC,260,Natural Gas,260,,
-119.17201,38.04273,342,Lundy,3,Hydro,3,,
-119.33798,37.2203,344,Mammoth Pool,160,Hydro,160,,
-119.2511,34.2067,345,Mandalay,560,Natural Gas,560,,
-119.1689,34.1292,350,Ormond Beach,1516,Natural Gas,1516,,
-119.2161,37.94424,353,Poole,10.9,Hydro,10.9,,
-119.15894,37.25704,354,Portal,10.8,Hydro,10.8,,
-118.395,33.8504,356,AES Redondo Beach LLC,1310,Natural Gas,1310,,
-119.12328,37.76695,357,Rush Creek,11,Hydro,11,,
-117.2418,34.0818,358,Mountainview Generating Station,972,Natural Gas,972,,
-117.05848,34.14522,361,Santa Ana 1,3.2,Hydro,3.2,,
-117.09909,34.10724,363,Santa Ana 3,3.1,Hydro,3.1,,
-118.78887,36.13568,365,Tule River,2.6,Hydro,2.6,,
-119.3339,46.4711,371,Columbia Generating Station,1132,Nuclear,1132,,
-120.8507,38.2569,376,Pardee,27.7,Hydro,27.7,,
-118.2782,34.1556,377,Grayson,256,Natural Gas,158,Biomass,98
-93.49827,47.28721,378,Prairie River,0.6,Hydro,0.6,,
-119.9675,37.89665,380,Dion R Holm,156.8,Hydro,156.8,,
-120.29925,37.80939,381,Moccasin,100,Hydro,100,,
-119.95323,37.87767,382,R C Kirkwood,115.5,Hydro,115.5,,
-88.12383,41.49464,384,Joliet 29,1036,Coal,1036,,
-115.03098,32.70543,385,Drop 2,8,Hydro,8,,
-115.1261,32.70543,386,Drop 3,8.9,Hydro,8.9,,
-115.21907,32.70534,387,Drop 4,20,Hydro,20,,
-115.54,32.80222,389,El Centro,325.3,Natural Gas,325.3,,
-146.3033,61.0828,390,Solomon Gulch,12,Hydro,12,,
-118.32408,37.1428,391,Big Pine,3,Hydro,3,,
-118.65664,34.58724,392,Castaic,1631,Hydro,56,Pumped Storage,1575
-118.55699,37.43792,393,Control Gorge,37.5,Hydro,37.5,,
-118.04389,36.44342,394,Cottonwood,2.4,Hydro,2.4,,
-118.49445,34.31825,396,Foothill,9.9,Hydro,9.9,,
-118.41338,34.10393,397,Franklin,2,Hydro,2,,
-117.95667,36.10972,398,Haiwee,7.2,Hydro,7.2,,
-118.2644,33.7856,399,Harbor,461,Natural Gas,461,,
-118.09913,33.76474,400,Haynes,1571.8,Natural Gas,1571.8,,
-118.56917,37.51,401,Middle Gorge,37.5,Hydro,37.5,,
-118.52389,37.41416,402,Pleasant Valley,2.7,Hydro,2.7,,
-118.38553,34.26053,403,San Fernando,6.1,Hydro,6.1,,
-118.42765,33.91815,404,Scattergood,796,Natural Gas,796,,
-142.9856,63.3367,406,Tok,7.6,Petroleum,7.6,,
-118.59,37.54604,407,Upper Gorge,37.5,Hydro,37.5,,
-118.39133,34.24499,408,Valley,556,Natural Gas,556,,
-120.26859,37.58434,409,Exchequer,94.5,Hydro,94.5,,
-120.31009,37.52206,410,McSwain,9,Hydro,9,,
-120.89086,39.1779,412,Chicago Park,44,Hydro,44,,
-120.8352,39.2184,413,Dutch Flat 2,27.3,Hydro,27.3,,
-120.07698,38.20257,414,Beardsley,11,Hydro,11,,
-120.03407,38.24666,415,Donnells,72,Hydro,72,,
-120.605,37.87611,416,Tulloch,25.8,Hydro,25.8,,
-121.27878,39.55101,417,Forbestown,36,Hydro,36,,
-121.49125,39.53178,418,Kelly Ridge,9,Hydro,9,,
-121.20408,39.55381,419,Woodleaf,59,Hydro,59,,
-118.148,34.1254,420,Broadway,71,Natural Gas,71,,
-133.1483,55.4764,421,Craig,4.4,Petroleum,4.4,,
-118.1494,34.126,422,Glenarm,155,Natural Gas,155,,
-132.8267,55.2081,423,Hydaburg,1,Petroleum,1,,
-120.40607,39.07797,424,French Meadows,17,Hydro,17,,
-120.59638,39.0248,425,Middle Fork,122,Hydro,122,,
-120.74665,39.00337,426,Oxbow,6,Hydro,6,,
-120.72505,39.001,427,Ralston,86.3,Hydro,86.3,,
-120.44449,37.47784,428,Parker,2.7,Hydro,2.7,,
-120.53709,38.82881,430,Camino,155.9,Hydro,155.9,,
-120.53176,38.83405,431,Jaybird,156.2,Hydro,156.2,,
-120.3245,38.9827,432,Loon Lake,74.1,Hydro,74.1,,
-120.37829,38.89651,433,Robbs Peak,25.5,Hydro,25.5,,
-120.78737,38.76534,435,White Rock/Slab Creek,241,Hydro,241,,
-117.3344,34.2056,436,Devil Canyon,262,Hydro,262,,
-121.49219,39.54299,437,Edward C Hyatt,743.1,Hydro,405.9,Pumped Storage,337.2
-121.63008,39.51489,438,Thermalito,104.8,Hydro,28,Pumped Storage,76.8
-120.42015,37.69599,439,Don Pedro,203.2,Hydro,203.2,,
-120.4436,37.6697,440,La Grange,4.3,Hydro,4.3,,
-121.15844,38.70675,441,Folsom,215.1,Hydro,215.1,,
-122.62697,40.64693,442,Judge F Carr,177.4,Hydro,177.4,,
-122.44644,40.61186,443,Keswick,117,Hydro,117,,
-121.2202,38.63735,444,Nimbus,16.6,Hydro,16.6,,
-122.42227,40.71745,445,Shasta,714,Hydro,714,,
-121.04772,37.09867,446,ONeill,14.4,Pumped Storage,14.4,,
-114.14022,34.29533,447,Parker Dam,120,Hydro,120,,
-121.0772,37.0692,448,W R Gianelli,401,Pumped Storage,401,,
-122.46751,40.62812,450,Spring Creek,180,Hydro,180,,
-122.76255,40.7973,451,Trinity,140,Hydro,140,,
-121.19167,39.33083,454,Colgate,315,Hydro,315,,
-121.27041,39.239,455,Narrows 2,46.7,Hydro,46.7,,
-117.01667,33.16611,457,Bear Valley,1.4,Hydro,1.4,,
-104.6144,38.2667,460,Pueblo,10,Petroleum,10,,
-105.8947,37.4594,464,Alamosa,27,Natural Gas,27,,
-105.0028,39.67,465,Arapahoe,109,Coal,109,,
-105.3325,40.00473,466,Boulder Canyon Hydro,5,Hydro,5,,
-105.7088,39.6551,467,Cabin Creek,324,Pumped Storage,324,,
-104.96455,39.80728,469,Cherokee,504,Coal,504,,
-104.5747,38.2081,470,Comanche,1426,Coal,1426,,
-108.7347,39.1364,471,Fruita,18,Natural Gas,18,,
-105.6978,39.6919,472,Georgetown,1.4,Hydro,1.4,,
-108.34556,39.10167,473,Grand Valley Project Power Plant,3.1,Hydro,3.1,,
-106.182,38.53419,474,Salida,1.4,Hydro,1.4,,
-107.22688,39.57013,476,Shoshone,15,Hydro,15,,
-105.202,40.0195,477,Valmont,227,Coal,184,Natural Gas,43
-105.01699,39.73735,478,Zuni,60,Natural Gas,60,,
-117.4971,33.8343,479,Temescal,2.8,Hydro,2.8,,
-117.6106,33.85895,480,Corona,2.8,Hydro,2.8,,
-117.1831,33.8361,481,Perris,7.9,Hydro,7.9,,
-118.09917,34.00472,482,Rio Hondo,1.9,Hydro,1.9,,
-117.95517,33.92493,483,Coyote Creek,3.1,Hydro,3.1,,
-117.1889,33.3944,484,Red Mountain,5.9,Hydro,5.9,,
-117.82905,33.9001,487,Valley View,4.1,Hydro,4.1,,
-120.4706,37.6508,489,Upper Dawson,5.5,Hydro,5.5,,
-106.1092,37.755,491,Center,1.5,Petroleum,1.5,,
-104.83333,38.82444,492,Martin Drake,254,Coal,254,,
-104.81694,38.88139,493,George Birdsall,55,Natural Gas,55,,
-104.93306,38.85556,494,Manitou Springs,5.6,Hydro,5.6,,
-104.9738,38.84135,495,Ruxton Park,1,Hydro,1,,
-108.0708,38.7314,496,Delta,4.5,Natural Gas,4.2,Petroleum,0.3
-102.2004,38.055,502,Holly,2.7,Petroleum,2.7,,
-102.2492,40.9681,504,Julesburg,2.2,Petroleum,2.2,,
-108.17755,43.41787,505,Boysen,17.2,Hydro,17.2,,
-103.5436,37.9844,506,La Junta,14.4,Petroleum,14.4,,
-103.2206,38.0597,507,Las Animas,5.1,Petroleum,5.1,,
-102.6148,38.0921,508,Lamar Plant,51.7,Coal,40,Natural Gas,4.2
-122.7559,38.7903,510,Sonoma California Geothermal,55,Geothermal,55,,
-104.48749,37.17898,511,Trinidad,13,Coal,3.8,Natural Gas,3.8
-107.33748,38.45319,512,Blue Mesa,86.4,Hydro,86.4,,
-105.50967,40.37677,513,Estes,51.6,Hydro,51.6,,
-107.5393,38.45175,514,Morrow Point,173.2,Hydro,173.2,,
-105.2238,40.42103,515,Big Thompson,5.2,Hydro,5.2,,
-106.33273,39.8788,516,Green Mountain,26,Hydro,26,,
-105.53431,40.34408,517,Marys Lake,9.3,Hydro,9.3,,
-105.23603,40.365,518,Flatiron,98.5,Hydro,90,Pumped Storage,8.5
-105.32507,40.36506,519,Pole Hill,38.2,Hydro,38.2,,
-108.04409,39.19366,520,Lower Molina,5.6,Hydro,5.6,,
-108.00478,39.14381,521,Upper Molina,9.9,Hydro,9.9,,
-107.185,40.4856,525,Hayden,446,Coal,446,,
-108.5069,38.2383,527,Nucla,100,Coal,100,,
-121.31697,39.0488,531,Camp Far West,7.2,Hydro,7.2,,
-86.47645,31.40026,533,McWilliams,663,Natural Gas,663,,
-120.38188,38.85028,534,Jones Fork,10,Hydro,10,,
-121.39334,38.65273,535,McClellan,77,Natural Gas,77,,
-121.0245,38.2268,537,Camanche,10.5,Hydro,10.5,,
-73.4349,41.5826,539,Rocky River,29.4,Pumped Storage,29.4,,
-72.7942,41.2925,540,Branford,17.4,Petroleum,17.4,,
-73.49198,41.65905,541,Bulls Bridge,8.4,Hydro,8.4,,
-73.5989,41.0289,542,Cos Cob,95.6,Petroleum,95.6,,
-73.10898,41.2098,544,Devon Station,132.5,Petroleum,132.5,,
-72.1019,41.4281,546,Montville Station,496.4,Petroleum,496.4,,
-72.47164,42.61068,547,Northfield Mountain,1146,Pumped Storage,1146,,
-118.11106,48.62034,550,Kettle Falls Generating Station,56.2,Natural Gas,6.2,Wood,50
-72.1221,41.6651,551,Scotland Dam,1.7,Hydro,1.7,,
-73.29532,41.44842,552,Shepaug,41.5,Hydro,41.5,,
-73.1714,41.3833,553,Stevenson,28.9,Hydro,28.9,,
-72.0458,41.5725,554,Taftville,2,Hydro,2,,
-72.04183,41.55543,557,Tunnel,18.1,Petroleum,16.5,Hydro,1.6
-72.69362,41.91531,559,Rainbow,8,Hydro,8,,
-73.3693,41.95727,560,Falls Village,9.9,Hydro,9.9,,
-73.11627,41.79894,561,Franklin Drive,16.1,Petroleum,16.1,,
-72.57907,41.55494,562,Middletown,770.2,Petroleum,770.2,,
-72.6524,41.7495,563,South Meadow,148.4,Petroleum,148.4,,
-81.1678,28.4822,564,Stanton Energy Center,1191,Coal,896,Natural Gas,295
-73.12089,41.77611,565,Torrington Terminal,17.4,Petroleum,17.4,,
-72.1677,41.3107,566,Millstone,2102.5,Nuclear,2102.5,,
-73.1844,41.1706,568,Bridgeport Station,399.4,Coal,383.4,Petroleum,16
-74.13188,41.82881,579,Central Hudson High Falls,3.2,Hydro,3.2,,
-72.06494,41.52679,581,North Main Street,15.3,Petroleum,15.3,,
-72.05094,41.53895,583,Tenth Street,1,Hydro,1,,
-107.6131,36.8061,584,Navajo Dam,30,Hydro,30,,
-114.94267,32.71161,585,Drop 1,3.3,Hydro,3.3,,
-115.28245,32.69945,586,East Highline,1.1,Hydro,1.1,,
-73.20806,44.4917,589,J C McNeil,52,Wood,52,,
-75.5371,39.7302,591,Christiana,50,Petroleum,50,,
-75.62681,39.60041,592,Delaware City 10,18,Petroleum,18,,
-75.50384,39.73886,593,Edge Moor,725,Natural Gas,710,Petroleum,15
-75.2341,38.5857,594,Indian River Generating Station,591.4,Coal,575,Petroleum,16.4
-75.6289,39.7283,597,West Station,15,Petroleum,15,,
-75.54663,39.17622,599,McKee Run,136,Natural Gas,136,,
-76.5389,39.18,602,Brandon Shores,1273,Coal,1273,,
-122.4358,48.4558,607,Fredonia,280,Natural Gas,280,,
-80.7644,28.4698,609,Cape Canaveral,1210,Natural Gas,1210,,
-81.7831,26.6967,612,Fort Myers,2395,Natural Gas,1747,Petroleum,648
-80.1984,26.0686,613,Lauderdale,1724,Natural Gas,1724,,
-80.1253,26.0856,617,Port Everglades,420,Natural Gas,420,,
-80.0525,26.7653,619,Riviera,1212,Natural Gas,1212,,
-81.3256,28.8419,620,Sanford,1912,Natural Gas,1912,,
-80.3308,25.4356,621,Turkey Point,3552,Natural Gas,1148,Petroleum,800
-121.78333,47.69917,622,South Fork Tolt,16.8,Hydro,16.8,,
-81.49278,27.57944,624,Avon Park,48,Natural Gas,24,Petroleum,24
-73.6805,42.9126,625,Upper Mechanicville,18.4,Hydro,18.4,,
-121.16143,40.07531,626,Oak Flat,1.3,Hydro,1.3,,
-82.63528,27.75806,627,Bayboro,174,Petroleum,174,,
-82.6977,28.9656,628,Crystal River,2291,Coal,2291,,
-81.27396,28.86958,629,G E Turner,131,Petroleum,131,,
-82.66151,28.00326,630,Higgins,105,Natural Gas,105,,
-121.09298,38.83518,632,Newcastle,11.5,Hydro,11.5,,
-82.60176,27.85953,634,P L Bartow,1251,Natural Gas,1166,Petroleum,85
-81.25407,28.54151,637,Rio Pinar,12,Petroleum,12,,
-83.18056,30.37639,638,Suwannee River,283,Natural Gas,104,Petroleum,179
-87.2244,30.5661,641,Crist,924,Coal,924,,
-84.8869,30.6692,642,Scholz,92,Coal,92,,
-85.7003,30.2686,643,Lansing Smith,870,Coal,357,Natural Gas,481
-82.4036,27.7944,645,Big Bend,1598,Coal,1542,Natural Gas,56
-81.7625,33.1427,649,Vogtle,2302,Nuclear,2302,,
-82.3878,29.7592,663,Deerhaven Generating Station,417,Coal,232,Natural Gas,185
-82.3208,29.6461,664,John R Kelly,112,Natural Gas,112,,
